invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,revenue,month
553488,22174,PHOTO CUBE,3,17/05/2011,1.65,18043,United Kingdom,4.95,May
547034,22845,VINTAGE CREAM CAT FOOD CONTAINER,12,20/03/2011,5.55,18229,United Kingdom,66.6,March
567911,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,22/09/2011,0.29,14854,United Kingdom,6.96,September
557525,21172,PARTY METAL SIGN,12,21/06/2011,1.45,12759,Netherlands,17.4,June
574328,47566,PARTY BUNTING,24,4/11/2011,4.95,13081,United Kingdom,118.8,November
553060,21902,"KEY FOB , FRONT DOOR",24,13/05/2011,0.65,15826,United Kingdom,15.6,May
561020,82581,TOILET METAL SIGN,2,22/07/2011,0.55,13563,United Kingdom,1.1,July
576087,22382,LUNCH BAG SPACEBOY DESIGN,10,14/11/2011,1.65,12689,France,16.5,November
565219,23288,GREEN VINTAGE SPOT BEAKER,8,1/09/2011,0.85,14420,United Kingdom,6.8,September
574706,21264,WHITE GOOSE FEATHER TREE 60CM,12,6/11/2011,1.95,16790,United Kingdom,23.4,November
542596,48194,DOORMAT HEARTS,3,30/01/2011,7.95,14532,United Kingdom,23.85,January
553485,21714,CITRONELLA CANDLE GARDEN POT,6,17/05/2011,1.25,13208,United Kingdom,7.5,May
542107,21908,CHOCOLATE THIS WAY METAL SIGN,3,25/01/2011,2.1,16222,United Kingdom,6.3,January
555591,22675,FRENCH KITCHEN SIGN BLUE METAL,12,6/06/2011,1.25,15073,United Kingdom,15,June
541795,22469,HEART OF WICKER SMALL,3,21/01/2011,1.65,14692,United Kingdom,4.95,January
548312,22918,HERB MARKER PARSLEY,2,30/03/2011,0.65,16059,United Kingdom,1.3,March
570130,23368,SET 12 COLOUR PENCILS DOLLY GIRL,16,7/10/2011,0.65,12885,United Kingdom,10.4,October
573336,23369,SET 36 COLOUR PENCILS LOVE LONDON,2,30/10/2011,1.25,17372,United Kingdom,2.5,October
549584,82600,NO SINGING METAL SIGN,12,11/04/2011,2.1,17574,United Kingdom,25.2,April
561034,23005,TRAVEL CARD WALLET I LOVE LONDON,3,24/07/2011,0.42,15506,United Kingdom,1.26,July
560035,23064,CINDERELLA CHANDELIER,3,14/07/2011,49.95,17706,United Kingdom,149.85,July
576355,23356,LOVE HOT WATER BOTTLE,24,14/11/2011,4.95,13089,United Kingdom,118.8,November
563936,72741,GRAND CHOCOLATECANDLE,18,22/08/2011,1.45,17828,Malta,26.1,August
579946,21819,GLITTER CHRISTMAS STAR,4,1/12/2011,0.39,15993,United Kingdom,1.56,December
546423,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,13/03/2011,4.65,14502,United Kingdom,4.65,March
568996,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,29/09/2011,2.55,13131,United Kingdom,15.3,September
556472,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,12/06/2011,1.25,16633,United Kingdom,15,June
562716,22078,RIBBON REEL LACE DESIGN,10,8/08/2011,2.1,14257,United Kingdom,21,August
575334,22632,HAND WARMER RED RETROSPOT,12,9/11/2011,2.1,14493,United Kingdom,25.2,November
566314,23374,RED SPOT PAPER GIFT BAG,10,12/09/2011,0.82,15358,United Kingdom,8.2,September
569866,20975,12 PENCILS SMALL TUBE RED RETROSPOT,3,6/10/2011,0.65,12757,Portugal,1.95,October
547370,22077,6 RIBBONS RUSTIC CHARM,2,22/03/2011,1.65,14711,United Kingdom,3.3,March
579168,22210,WOOD STAMP SET BEST WISHES,10,28/11/2011,0.83,17806,United Kingdom,8.3,November
537219,72818,CHRISTMAS DECOUPAGE CANDLE,5,5/12/2010,0.85,14081,United Kingdom,4.25,December
558293,23204,CHARLOTTE BAG APPLES DESIGN,10,28/06/2011,0.85,13656,United Kingdom,8.5,June
544157,22540,MINI JIGSAW CIRCUS PARADE,24,16/02/2011,0.42,12372,Denmark,10.08,February
562841,22149,FELTCRAFT 6 FLOWER FRIENDS,6,9/08/2011,2.1,17675,United Kingdom,12.6,August
549681,16016,LARGE CHINESE STYLE SCISSOR,10,11/04/2011,0.85,13881,United Kingdom,8.5,April
545045,22119,PEACE WOODEN BLOCK LETTERS,3,27/02/2011,6.95,15708,United Kingdom,20.85,February
538799,21621,VINTAGE UNION JACK BUNTING,2,14/12/2010,8.5,15039,United Kingdom,17,December
566285,21804,WHITE CHRISTMAS GARLAND STARS TREES,4,11/09/2011,3.75,13611,United Kingdom,15,September
565201,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,1/09/2011,2.95,14907,United Kingdom,17.7,September
550803,21935,SUKI SHOULDER BAG,5,20/04/2011,1.65,18177,United Kingdom,8.25,April
547485,22315,200 RED + WHITE BENDY STRAWS,1,23/03/2011,1.25,17019,United Kingdom,1.25,March
536839,22030,SWALLOWS GREETING CARD,36,2/12/2010,0.42,15093,United Kingdom,15.12,December
554065,22064,PINK DOUGHNUT TRINKET POT,12,22/05/2011,1.65,18287,United Kingdom,19.8,May
539760,22756,LARGE YELLOW BABUSHKA NOTEBOOK,6,21/12/2010,1.25,17400,United Kingdom,7.5,December
578757,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,2,25/11/2011,2.95,12748,United Kingdom,5.9,November
559362,23292,SPACEBOY CHILDRENS CUP,8,8/07/2011,1.25,12635,Germany,10,July
567973,23355,HOT WATER BOTTLE KEEP CALM,4,23/09/2011,4.95,13994,United Kingdom,19.8,September
546635,22662,LUNCH BAG DOLLY GIRL DESIGN,1,15/03/2011,1.65,16392,United Kingdom,1.65,March
566871,22111,SCOTTIE DOG HOT WATER BOTTLE,3,15/09/2011,4.95,17047,United Kingdom,14.85,September
547063,22396,MAGNETS PACK OF 4 RETRO PHOTO,1,20/03/2011,1.25,14769,United Kingdom,1.25,March
564727,23237,SET OF 4 KNICK KNACK TINS LEAF,1,28/08/2011,4.15,16686,United Kingdom,4.15,August
577020,22697,GREEN REGENCY TEACUP AND SAUCER,6,17/11/2011,2.95,17147,United Kingdom,17.7,November
557570,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,21/06/2011,1.65,15998,United Kingdom,3.3,June
538367,22834,HAND WARMER BABUSHKA DESIGN,24,12/12/2010,0.85,14800,United Kingdom,20.4,December
544177,20658,RED RETROSPOT LUGGAGE TAG,12,16/02/2011,1.25,13001,United Kingdom,15,February
581405,22475,SKULL DESIGN TV DINNER TRAY,1,8/12/2011,1.95,13521,United Kingdom,1.95,December
561614,23236,DOILEY STORAGE TIN,6,28/07/2011,2.89,13871,United Kingdom,17.34,July
541122,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,14/01/2011,2.95,12708,Germany,17.7,January
579516,23212,HEART WREATH DECORATION WITH BELL,8,29/11/2011,1.25,17841,United Kingdom,10,November
569139,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,30/09/2011,1.25,16404,United Kingdom,15,September
560828,20832,RED FLOCK LOVE HEART PHOTO FRAME,48,21/07/2011,0.39,14298,United Kingdom,18.72,July
557595,84879,ASSORTED COLOUR BIRD ORNAMENT,16,21/06/2011,1.69,15507,United Kingdom,27.04,June
559056,21530,DAIRY MAID TOASTRACK,18,6/07/2011,0.79,14645,United Kingdom,14.22,July
540073,22624,IVORY KITCHEN SCALES,1,4/01/2011,8.5,16814,United Kingdom,8.5,January
556365,22898,CHILDRENS APRON APPLES DESIGN,2,10/06/2011,1.95,16370,United Kingdom,3.9,June
549667,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,6,11/04/2011,2.95,14911,EIRE,17.7,April
558860,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,2,4/07/2011,1.65,17975,United Kingdom,3.3,July
562727,22637,PIGGY BANK RETROSPOT,4,9/08/2011,2.55,15601,United Kingdom,10.2,August
548332,22499,WOODEN UNION JACK BUNTING,48,30/03/2011,4.95,15364,United Kingdom,237.6,March
573915,35970,ZINC FOLKART SLEIGH BELLS,1,1/11/2011,1.69,15511,United Kingdom,1.69,November
566261,22423,REGENCY CAKESTAND 3 TIER,1,11/09/2011,12.75,13372,United Kingdom,12.75,September
541985,21063,PARTY INVITES JAZZ HEARTS,1,24/01/2011,0.85,15052,United Kingdom,0.85,January
572103,22921,HERB MARKER CHIVES,1,20/10/2011,0.65,17571,United Kingdom,0.65,October
555350,23209,LUNCH BAG DOILEY PATTERN,10,2/06/2011,1.65,17652,United Kingdom,16.5,June
580727,22561,WOODEN SCHOOL COLOURING SET,1,5/12/2011,3.29,14096,United Kingdom,3.29,December
538003,22847,BREAD BIN DINER STYLE IVORY,8,9/12/2010,14.95,12429,Denmark,119.6,December
574310,23534,WALL ART STOP FOR TEA,1,3/11/2011,5.95,13467,United Kingdom,5.95,November
574709,22865,HAND WARMER OWL DESIGN,12,6/11/2011,2.1,17768,United Kingdom,25.2,November
566279,21992,VINTAGE PAISLEY STATIONERY SET,6,11/09/2011,1.25,14432,United Kingdom,7.5,September
550275,21770,OPEN CLOSED METAL SIGN,2,15/04/2011,4.95,13993,United Kingdom,9.9,April
562106,90101,WHITE FRANGIPANI NECKLACE,1,2/08/2011,2.55,14076,United Kingdom,2.55,August
578921,23371,SET 36 COLOUR PENCILS SPACEBOY,1,27/11/2011,1.25,13596,United Kingdom,1.25,November
574084,23109,PACK OF SIX LED TEA LIGHTS,12,2/11/2011,2.89,14528,United Kingdom,34.68,November
543669,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,2400,11/02/2011,0.94,16029,United Kingdom,2256,February
564342,23163,REGENCY SUGAR TONGS,1,24/08/2011,2.49,16340,United Kingdom,2.49,August
567159,22507,MEMO BOARD RETROSPOT DESIGN,3,18/09/2011,4.95,15465,United Kingdom,14.85,September
575904,22309,TEA COSY RED STRIPE,3,11/11/2011,2.55,18014,United Kingdom,7.65,November
545447,22841,ROUND CAKE TIN VINTAGE GREEN,2,2/03/2011,7.95,17426,United Kingdom,15.9,March
545913,71038,WHITE HANGING BEADS CANDLE HOLDER,24,8/03/2011,4.65,16779,United Kingdom,111.6,March
561914,20724,RED RETROSPOT CHARLOTTE BAG,10,1/08/2011,0.85,17676,United Kingdom,8.5,August
570211,22996,TRAVEL CARD WALLET VINTAGE TICKET,2,9/10/2011,0.42,13558,United Kingdom,0.84,October
543370,21056,DOCTOR'S BAG SOFT TOY,1,7/02/2011,8.95,12359,Cyprus,8.95,February
574898,23354,6 GIFT TAGS 50'S CHRISTMAS,3,7/11/2011,0.83,16242,United Kingdom,2.49,November
546028,20685,DOORMAT RED RETROSPOT,2,9/03/2011,7.95,17049,United Kingdom,15.9,March
539766,21877,HOME SWEET HOME MUG,6,22/12/2010,1.25,14092,United Kingdom,7.5,December
564195,22815,CARD PSYCHEDELIC APPLES,12,23/08/2011,0.42,14060,United Kingdom,5.04,August
573945,23323,WHITE WICKER STAR,6,2/11/2011,2.1,17663,United Kingdom,12.6,November
552646,21644,ASSORTED TUTTI FRUTTI HEART BOX,2,10/05/2011,1.25,14078,United Kingdom,2.5,May
579196,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,28/11/2011,4.13,14096,United Kingdom,4.13,November
540276,22386,JUMBO BAG PINK POLKADOT,20,6/01/2011,1.95,14680,United Kingdom,39,January
572719,23032,DRAWER KNOB CRACKLE GLAZE IVORY,24,25/10/2011,1.65,13871,United Kingdom,39.6,October
563616,84991,60 TEATIME FAIRY CAKE CASES,480,18/08/2011,0.4,13027,United Kingdom,192,August
566326,22745,POPPY'S PLAYHOUSE BEDROOM,6,12/09/2011,2.1,16211,United Kingdom,12.6,September
541576,22851,SET 20 NAPKINS FAIRY CAKES DESIGN,2,19/01/2011,0.85,17097,Spain,1.7,January
574532,84375,SET OF 20 KIDS COOKIE CUTTERS,12,4/11/2011,2.1,15676,United Kingdom,25.2,November
540512,82482,WOODEN PICTURE FRAME WHITE FINISH,1,9/01/2011,2.55,17114,United Kingdom,2.55,January
572484,21212,PACK OF 72 RETROSPOT CAKE CASES,4,24/10/2011,0.55,17220,United Kingdom,2.2,October
552526,22084,PAPER CHAIN KIT EMPIRE,2,9/05/2011,2.95,17576,United Kingdom,5.9,May
566860,22991,GIRAFFE WOODEN RULER,12,15/09/2011,1.95,17002,United Kingdom,23.4,September
577167,22629,SPACEBOY LUNCH BOX,2,18/11/2011,1.95,16511,United Kingdom,3.9,November
565431,22994,TRAVEL CARD WALLET RETROSPOT,10,4/09/2011,0.42,14965,United Kingdom,4.2,September
536989,21992,VINTAGE PAISLEY STATIONERY SET,1,3/12/2010,2.95,17238,United Kingdom,2.95,December
562949,21993,FLORAL FOLK STATIONERY SET,12,11/08/2011,1.25,14346,United Kingdom,15,August
554798,23170,REGENCY TEA PLATE ROSES,48,26/05/2011,1.45,15189,United Kingdom,69.6,May
578513,22632,HAND WARMER RED RETROSPOT,12,24/11/2011,2.1,16609,United Kingdom,25.2,November
550522,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,19/04/2011,0.65,12947,United Kingdom,15.6,April
570410,22400,MAGNETS PACK OF 4 HOME SWEET HOME,2,10/10/2011,0.39,16776,United Kingdom,0.78,October
547938,22289,HANGING METAL CHICKEN DECORATION,24,28/03/2011,1.25,13901,United Kingdom,30,March
571197,23067,HANGING ENGRAVED METAL HEART,8,14/10/2011,4.15,16413,United Kingdom,33.2,October
565114,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,96,1/09/2011,0.29,13588,United Kingdom,27.84,September
560998,21179,NO JUNK MAIL METAL SIGN,24,22/07/2011,0.39,14243,United Kingdom,9.36,July
578285,22635,CHILDS BREAKFAST SET DOLLY GIRL,1,23/11/2011,9.95,12748,United Kingdom,9.95,November
569556,23549,WRAP BIRD GARDEN,25,5/10/2011,0.42,14936,Channel Islands,10.5,October
554643,23171,REGENCY TEA PLATE GREEN,48,25/05/2011,1.45,16133,United Kingdom,69.6,May
567376,22866,HAND WARMER SCOTTY DOG DESIGN,96,20/09/2011,1.85,13767,United Kingdom,177.6,September
568180,22147,FELTCRAFT BUTTERFLY HEARTS,1,25/09/2011,1.45,15429,United Kingdom,1.45,September
571502,23358,HOT STUFF HOT WATER BOTTLE,6,17/10/2011,3.75,14422,United Kingdom,22.5,October
566258,20679,EDWARDIAN PARASOL RED,2,11/09/2011,5.95,13124,United Kingdom,11.9,September
559202,23187,FRENCH STYLE STORAGE JAR BONBONS,48,7/07/2011,0.29,13583,United Kingdom,13.92,July
573340,21239,PINK POLKADOT CUP,2,30/10/2011,0.85,14159,United Kingdom,1.7,October
567477,22219,LOVEBIRD HANGING DECORATION WHITE,8,20/09/2011,0.85,16327,United Kingdom,6.8,September
536975,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,3/12/2010,3.95,14911,EIRE,31.6,December
562031,23252,VINTAGE RED ENAMEL TRIM JUG,1,1/08/2011,3.75,16984,United Kingdom,3.75,August
541264,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,16/01/2011,4.95,17064,United Kingdom,14.85,January
544037,21533,RETROSPOT LARGE MILK JUG,3,15/02/2011,4.95,14961,United Kingdom,14.85,February
537665,22179,SET 10 LIGHTS NIGHT OWL,1,7/12/2010,6.75,16365,United Kingdom,6.75,December
561807,23245,SET OF 3 REGENCY CAKE TINS,4,29/07/2011,4.95,17491,United Kingdom,19.8,July
542246,21754,HOME BUILDING BLOCK WORD,6,26/01/2011,5.95,15227,United Kingdom,35.7,January
541138,21249,WOODLAND HEIGHT CHART STICKERS,6,14/01/2011,2.95,12553,France,17.7,January
577504,23345,DOLLY GIRL BEAKER,1,20/11/2011,1.25,14159,United Kingdom,1.25,November
548984,22496,SET OF 2 ROUND TINS DUTCH CHEESE,2,5/04/2011,2.95,14546,United Kingdom,5.9,April
548968,21166,COOK WITH WINE METAL SIGN,24,5/04/2011,2.08,12744,Singapore,49.92,April
538093,22961,JAM MAKING SET PRINTED,12,9/12/2010,1.45,12682,France,17.4,December
553570,22502,PICNIC BASKET WICKER SMALL,4,18/05/2011,5.95,13756,United Kingdom,23.8,May
568181,22342,HOME GARLAND PAINTED ZINC,24,25/09/2011,0.75,17154,United Kingdom,18,September
565115,23012,GLASS APOTHECARY BOTTLE PERFUME,1,1/09/2011,3.95,16880,United Kingdom,3.95,September
544586,21890,S/6 WOODEN SKITTLES IN COTTON BAG,3,21/02/2011,2.95,17338,United Kingdom,8.85,February
579497,21172,PARTY METAL SIGN,2,29/11/2011,1.45,14349,United Kingdom,2.9,November
568671,23318,BOX OF 6 MINI VINTAGE CRACKERS,12,28/09/2011,2.49,13139,United Kingdom,29.88,September
575975,23103,JINGLE BELL HEART DECORATION,12,13/11/2011,1.65,13536,United Kingdom,19.8,November
577812,22469,HEART OF WICKER SMALL,12,22/11/2011,1.65,16956,United Kingdom,19.8,November
539946,21394,RED POLKADOT BEAKER,6,23/12/2010,1.95,13817,Germany,11.7,December
548868,22088,PAPER BUNTING COLOURED LACE,6,4/04/2011,2.95,13015,United Kingdom,17.7,April
578107,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,23/11/2011,1.65,15949,United Kingdom,16.5,November
568894,22992,REVOLVER WOODEN RULER,4,29/09/2011,1.95,17528,United Kingdom,7.8,September
545150,22185,SLATE TILE NATURAL HANGING,12,28/02/2011,1.65,14227,United Kingdom,19.8,February
573379,22111,SCOTTIE DOG HOT WATER BOTTLE,3,30/10/2011,4.95,15680,United Kingdom,14.85,October
548331,21901,"KEY FOB , BACK DOOR",24,30/03/2011,0.65,13047,United Kingdom,15.6,March
544668,22776,SWEETHEART CAKESTAND 3 TIER,1,22/02/2011,9.95,16573,United Kingdom,9.95,February
556241,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,9/06/2011,1.65,12597,Spain,19.8,June
581220,23235,STORAGE TIN VINTAGE LEAF,12,8/12/2011,1.25,13924,United Kingdom,15,December
556876,20726,LUNCH BAG WOODLAND,1,15/06/2011,1.65,16241,United Kingdom,1.65,June
580690,23470,CARD HOLDER LOVE BIRD LARGE,2,5/12/2011,6.25,16597,United Kingdom,12.5,December
553035,22529,MAGIC DRAWING SLATE GO TO THE FAIR,1,12/05/2011,0.42,17337,United Kingdom,0.42,May
552285,84987,SET OF 36 TEATIME PAPER DOILIES,1,8/05/2011,1.45,14684,United Kingdom,1.45,May
536947,22072,RED RETROSPOT TEA CUP AND SAUCER,4,3/12/2010,3.75,13013,United Kingdom,15,December
574100,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,3/11/2011,3.75,14098,United Kingdom,3.75,November
580660,21485,RETROSPOT HEART HOT WATER BOTTLE,6,5/12/2011,4.95,16592,United Kingdom,29.7,December
567424,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,20/09/2011,0.83,16369,United Kingdom,6.64,September
544634,22432,WATERING CAN PINK BUNNY,1,22/02/2011,1.95,17994,United Kingdom,1.95,February
559774,21479,WHITE SKULL HOT WATER BOTTLE,2,12/07/2011,3.75,18122,United Kingdom,7.5,July
571715,23189,SET OF 12 FORK CANDLES,4,18/10/2011,2.89,17576,United Kingdom,11.56,October
552265,22429,ENAMEL MEASURING JUG CREAM,1,8/05/2011,4.25,14161,United Kingdom,4.25,May
546006,21671,RED SPOT CERAMIC DRAWER KNOB,18,8/03/2011,1.25,17639,United Kingdom,22.5,March
576213,22609,PENS ASSORTED SPACEBALL,36,14/11/2011,0.19,18117,United Kingdom,6.84,November
565421,23332,IVORY WICKER HEART LARGE,2,4/09/2011,1.65,16744,United Kingdom,3.3,September
557210,21937,STRAWBERRY PICNIC BAG,1,17/06/2011,2.95,18118,United Kingdom,2.95,June
573576,21509,COWBOYS AND INDIANS BIRTHDAY CARD,2,31/10/2011,0.83,14096,United Kingdom,1.66,October
556671,84991,60 TEATIME FAIRY CAKE CASES,2,13/06/2011,0.55,17841,United Kingdom,1.1,June
555549,22352,LUNCH BOX WITH CUTLERY RETROSPOT,2,5/06/2011,2.55,13637,United Kingdom,5.1,June
576695,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,1,16/11/2011,7.95,16469,United Kingdom,7.95,November
556488,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,12/06/2011,1.25,16018,United Kingdom,15,June
576078,23378,PACK OF 12 50'S CHRISTMAS TISSUES,12,13/11/2011,0.39,14432,United Kingdom,4.68,November
562789,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,32,9/08/2011,2.55,14646,Netherlands,81.6,August
573876,23240,SET OF 4 KNICK KNACK TINS DOILY,2,1/11/2011,4.15,16360,United Kingdom,8.3,November
541510,21609,SET 12 LAVENDER BOTANICAL T-LIGHTS,2,18/01/2011,2.95,14428,United Kingdom,5.9,January
545587,21700,BIG DOUGHNUT FRIDGE MAGNETS,5,4/03/2011,0.85,14796,United Kingdom,4.25,March
553933,23201,JUMBO BAG ALPHABET,10,20/05/2011,2.08,15078,United Kingdom,20.8,May
572946,23469,CARD HOLDER LOVE BIRD SMALL,6,27/10/2011,4.15,13988,United Kingdom,24.9,October
557746,21530,DAIRY MAID TOASTRACK,2,22/06/2011,0.79,15059,United Kingdom,1.58,June
538722,22694,WICKER STAR,3,14/12/2010,2.1,17975,United Kingdom,6.3,December
570720,21914,BLUE HARMONICA IN BOX,48,12/10/2011,1.25,17934,United Kingdom,60,October
537144,22867,HAND WARMER BIRD DESIGN,3,5/12/2010,2.1,15880,United Kingdom,6.3,December
575765,23320,GIANT 50'S CHRISTMAS CRACKER,12,11/11/2011,2.89,17730,United Kingdom,34.68,November
541709,21871,SAVE THE PLANET MUG,12,21/01/2011,1.25,17504,United Kingdom,15,January
564583,22197,POPCORN HOLDER,600,26/08/2011,0.72,17949,United Kingdom,432,August
576066,23308,SET OF 60 VINTAGE LEAF CAKE CASES,1,13/11/2011,0.55,16898,United Kingdom,0.55,November
574249,23203,JUMBO BAG VINTAGE DOILY,10,3/11/2011,2.08,16347,United Kingdom,20.8,November
569680,22585,PACK OF 6 BIRDY GIFT TAGS,12,5/10/2011,1.25,16803,United Kingdom,15,October
571318,21210,SET OF 72 RETROSPOT PAPER DOILIES,192,17/10/2011,1.45,17404,Sweden,278.4,October
566629,21908,CHOCOLATE THIS WAY METAL SIGN,12,14/09/2011,2.1,15622,United Kingdom,25.2,September
571656,23201,JUMBO BAG ALPHABET,4,18/10/2011,2.08,16393,United Kingdom,8.32,October
572652,22112,CHOCOLATE HOT WATER BOTTLE,3,25/10/2011,4.95,15805,United Kingdom,14.85,October
576846,21754,HOME BUILDING BLOCK WORD,3,16/11/2011,6.25,13500,United Kingdom,18.75,November
536412,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,1/12/2010,2.95,17920,United Kingdom,2.95,December
542147,22355,CHARLOTTE BAG SUKI DESIGN,10,26/01/2011,0.85,12782,Portugal,8.5,January
540642,22467,GUMBALL COAT RACK,12,10/01/2011,2.55,12681,France,30.6,January
541524,22519,CHILDS GARDEN BRUSH PINK,6,19/01/2011,2.1,17091,United Kingdom,12.6,January
563584,22507,MEMO BOARD RETROSPOT DESIGN,4,17/08/2011,4.95,15122,United Kingdom,19.8,August
569423,22589,CARDHOLDER GINGHAM STAR,6,4/10/2011,2.89,16882,United Kingdom,17.34,October
541711,22896,PEG BAG APPLES DESIGN,18,21/01/2011,2.55,14646,Netherlands,45.9,January
579188,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,6,28/11/2011,0.85,12748,United Kingdom,5.1,November
570807,21014,SWISS CHALET TREE DECORATION,24,12/10/2011,0.29,13704,United Kingdom,6.96,October
552054,20711,JUMBO BAG TOYS,10,6/05/2011,2.08,15062,United Kingdom,20.8,May
544795,22026,BANQUET BIRTHDAY CARD,24,23/02/2011,0.42,15858,United Kingdom,10.08,February
554665,82482,WOODEN PICTURE FRAME WHITE FINISH,12,25/05/2011,2.55,14336,United Kingdom,30.6,May
573248,22558,CLOTHES PEGS RETROSPOT PACK 24,4,28/10/2011,1.65,14498,United Kingdom,6.6,October
555949,21395,BLUE POLKADOT BEAKER,48,8/06/2011,0.39,16626,United Kingdom,18.72,June
578506,23129,HEART SHAPED HOLLY WREATH,3,24/11/2011,4.15,17458,United Kingdom,12.45,November
539570,48187,DOORMAT NEW ENGLAND,2,20/12/2010,7.95,15078,United Kingdom,15.9,December
545471,22949,36 DOILIES DOLLY GIRL,12,3/03/2011,1.45,15087,United Kingdom,17.4,March
580659,22200,FRYING PAN PINK POLKADOT,4,5/12/2011,1.25,17811,United Kingdom,5,December
580305,23120,PACK OF 6 SMALL FRUIT STRAWS,1,2/12/2011,0.42,12970,United Kingdom,0.42,December
575735,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,12,11/11/2011,3.95,14156,EIRE,47.4,November
566281,21506,"FANCY FONT BIRTHDAY CARD,",24,11/09/2011,0.42,12748,United Kingdom,10.08,September
569702,23513,EMBROIDERED RIBBON REEL SUSIE,4,5/10/2011,2.08,14396,United Kingdom,8.32,October
566186,22138,BAKING SET 9 PIECE RETROSPOT,3,9/09/2011,4.95,16603,United Kingdom,14.85,September
565118,22994,TRAVEL CARD WALLET RETROSPOT,2,1/09/2011,0.42,15039,United Kingdom,0.84,September
568235,22138,BAKING SET 9 PIECE RETROSPOT,6,26/09/2011,4.95,13410,United Kingdom,29.7,September
559513,22192,BLUE DINER WALL CLOCK,1,8/07/2011,8.5,14534,United Kingdom,8.5,July
552869,22427,ENAMEL FLOWER JUG CREAM,3,12/05/2011,5.95,15106,United Kingdom,17.85,May
567145,22457,NATURAL SLATE HEART CHALKBOARD,12,16/09/2011,2.95,12921,United Kingdom,35.4,September
566203,23109,PACK OF SIX LED TEA LIGHTS,1,9/09/2011,2.89,16362,United Kingdom,2.89,September
542530,84879,ASSORTED COLOUR BIRD ORNAMENT,16,28/01/2011,1.69,15365,United Kingdom,27.04,January
571779,22434,BALLOON PUMP WITH 10 BALLOONS,1,19/10/2011,1.95,12748,United Kingdom,1.95,October
556905,22948,METAL DECORATION NAUGHTY CHILDREN,3,15/06/2011,0.85,16904,United Kingdom,2.55,June
557956,23209,LUNCH BAG DOILEY PATTERN,2,23/06/2011,1.65,18283,United Kingdom,3.3,June
558370,23000,TRAVEL CARD WALLET TRANSPORT,24,28/06/2011,0.42,17750,United Kingdom,10.08,June
541987,84378,SET OF 3 HEART COOKIE CUTTERS,2,24/01/2011,1.25,14130,United Kingdom,2.5,January
556517,22551,PLASTERS IN TIN SPACEBOY,24,13/06/2011,1.65,12481,Germany,39.6,June
569361,23319,BOX OF 6 MINI 50'S CRACKERS,6,3/10/2011,2.49,16183,United Kingdom,14.94,October
571717,21990,MODERN FLORAL STATIONERY SET,2,18/10/2011,1.25,14381,United Kingdom,2.5,October
538309,22834,HAND WARMER BABUSHKA DESIGN,48,10/12/2010,2.1,15881,United Kingdom,100.8,December
580615,20963,APPLE BATH SPONGE,20,5/12/2011,1.25,16873,United Kingdom,25,December
543393,48185,DOORMAT FAIRY CAKE,4,8/02/2011,7.95,13534,United Kingdom,31.8,February
575144,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,8/11/2011,4.95,12540,Spain,14.85,November
580598,21122,SET/10 PINK POLKADOT PARTY CANDLES,48,5/12/2011,1.25,17526,United Kingdom,60,December
577701,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,21/11/2011,1.25,13673,United Kingdom,1.25,November
543382,22501,PICNIC BASKET WICKER LARGE,1,7/02/2011,9.95,14030,United Kingdom,9.95,February
536569,22130,PARTY CONE CHRISTMAS DECORATION,12,1/12/2010,0.85,16274,United Kingdom,10.2,December
541839,22435,SET OF 9 HEART SHAPED BALLOONS,1,23/01/2011,1.25,17769,United Kingdom,1.25,January
558197,22266,EASTER DECORATION HANGING BUNNY,64,27/06/2011,0.19,14298,United Kingdom,12.16,June
